ISBN,Book_Title,Book_Author,Year_Of_Publication,Publisher
156865765X,"The Midnight Cafe (Anita Blake, Vampire Hunter)",Laurell K Hamilton,1997,Science Fiction Book Club
0739400460,"Black Moon Inn (Anita Blake, Vampire Hunter)",Laurell K Hamilton,1998,Science Fiction Book Club
156865524X,Don't Open This Book!,Editor Marvin Kaye,1998,Bantam Doubleday Dell
0441010652,Something from the Nightside,Simon R. Green,2003,Ace Books
039914143X,Rosehaven,Catherine Coulter,1996,Putnam Publishing Group
8408016245,La mirada del otro (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Fernando G Delgado,1995,Planeta
0446603635,Imago (Aspect Movie Tie-In),Octavia E. Butler,1997,Warner Books
0446603783,Adulthood Rites (Xenogenesis),Octavia E. Butler,1997,Warner Books
0345330005,"Guardians of the West (Malloreon, Book 1)",David Eddings,1987,Ballantine Books
2907572121,Les bruines de Lanester,Jean Failler,2003,Du Palemon
2070360601,Knock,Jules Romains,1972,Schoenhofs Foreign Books
0786868120,Wigfield : The Can-Do Town That Just May Not,Amy Sedaris,2003,Hyperion
0684850613,Spanking Watson : A Novel (Kinky Friedman Novels (Hardcover)),Kinky Friedman,1999,Simon &amp; Schuster
0060174633,Twelve Golden Threads: Lessons for Successful Living from Grandma's Quilt,Aliske Webb,1996,Harpercollins
0064441091,No More Monsters for Me! (I Can Read Book 1),Peggy Parish,1987,HarperTrophy
0064440206,Frog and Toad Are Friends (I Can Read Book 2),Arnold Lobel,1979,HarperTrophy
8433910892,Cuatro Amigos (Narrativas Hispanicas),David Trueba,2000,Anagrama
0590403605,The Magic School Bus: At the Waterworks (Magic School Bus (Paperback)),Joanna Cole,1988,Scholastic
3442453283,Der kleine LiebestÃ?Â¶ter. Wie du deinen Lover garantiert in die Flucht schlÃ?Â¤gst.,Michele Alexander,2002,Goldmann
067976657X,Krik? Krak! (Vintage Contemporaries),Edwidge Danticat,1996,Vintage Books USA
034543529X,Dragon's Egg (Del Rey Impact),ROBERT L. FORWARD,2000,Del Rey
3442428785,Zweimal ist einmal zuviel.,Janet Evanovich,1999,Goldmann
1577780728,"Jesus Freaks: DC Talk and The Voice of the Martyrs - Stories of Those Who Stood For Jesus, the Ultimate Jesus Freaks",DC Talk,1999,Bethany House Publishers
0671708260,How To Enjoy Your Life And Your Job,Dale Carnegie,1990,Pocket
0140139397,The Big Rock Candy Mountain (Contemporary American Fiction),Wallace Stegner,1995,Penguin Books
0140260307,Raise the Red Lantern: Three Novellas,Su Tong,1996,Penguin Books
0452267781,Dates from Hell: True Stories from the Front,Katherine Ann Samon,1992,Penguin USA
1551666863,His Touch,Mary Lynn Baxter,2003,Mira Books
0345459407,Perdido Street Station,China Mieville,2003,Del Rey Books
0553581724,Buried Bones,CAROLYN HAINES,2000,Bantam
0441010776,Knight Life,Peter David,2003,Ace Books
0451456688,Silk,Caitlin R. Kiernan,2002,Roc
0553579134,First Evidence,Kenneth W. Goddard,2000,Bantam Books
0671004611,The DAY AFTER ROSWELL,Philip Corso,1997,Atria
0312962657,Emergency!: True Stories from the Nation's Ers (Emergency!),Marc Tolon Brown,1997,St. Martin's Press
0471018732,"Professional Photoshop: Color Correction, Retouching, and Image Manipulation With Adobe Photoshop",Dan Margulis,1994,John Wiley &amp; Sons Inc
0886777232,Future Net,Martin H. Greenberg,1996,Daw Books
0140267697,Storyville,Lois Battle,1997,Penguin Books
0385176449,Cashmere,Nicola Thorne,1982,Doubleday Books
0688063470,The Frugal Gourmet Cooks American,Jeff Smith,1987,Harpercollins
038548741X,Morvern Callar,Alan Warner,1997,Anchor
0385491468,These Demented Lands,Alan Warner,1998,Anchor Books/Doubleday
0452271878,"Rebel Without a Crew: Or How a 23-Year-Old Filmmaker With $7,000 Became a Hollywood Player",Robert Rodriguez,1996,Plume Books
0931188458,Sisters of the Road,Barbara Wilson,1986,Seal Press (WA)
0486226816,"Egyptian Magic (Books on Egypt and Chaldaea, V. 2.)",E. A. Wallis Budge,1971,Dover Publications
0060156732,The Search for Signs of Intelligent Life in the Universe,Jane Wagner,1986,Harpercollins
0590519220,"The Rising Force (Star Wars: Jedi Apprentice, Book 1)",Dave Wolverton,1999,Scholastic
068485368X,FLAMING IGUANAS: AN ILLUSTRATED ALL-GIRL ROAD NOVEL THING,Erika Lopez,1998,Simon &amp; Schuster
0006377157,A Trip to the Light Fantastic: Travels With a Mexican Circus,Katie Hickman,1995,Harpercollins
1858280982,More Women Travel: Adventures and Advice from More Than 60 Countries (1995),Natania Jansz,1995,Rough Guides Limited
0451154460,In Cold Blood: A True Account of a Multiple Murder and Its Consequences,Truman Capote,1991,New Amer Library (Mm)
0515137200,Blindside,Catherine Coulter,2004,Jove Books
0345363132,The Sunne in Splendour,Sharon Kay Penman,1990,Ballantine Books
0140058508,1066: The Year of the Conquest,David Howarth,1981,Penguin Books
0786006528,Fade to Black,Wendy Corsi Staub,1999,Pinnacle Books
0451459156,Ruled Brittania,Harry Turtledove,2003,Roc
067100185X,HOW TO BE A VAMPIRE: R L STINES GHOSTS OF FEAR STREET #13,R.L. Stine,1996,Aladdin
0671785966,ONE EVIL SUMMER (FEAR STREET 25) : ONE EVIL SUMMER (Fear Street),R.L. Stine,1994,Simon Pulse
0060240911,Hocus and Pocus at the Circus (An I Can Read Book),Fran Manushkin,1983,HarperCollins Publishers
014130636X,Summer of My German Soldier,Bette Greene,1999,Penguin USA (Paper)
0064472132,Stuck in Neutral,Terry Trueman,2001,HarperTempest
0761102426,Labor Day : Shared Experiences from the Delivery Room,Ann-Marie Giglio,1999,Workman Publishing
0393303217,The Choking Doberman: And Other Urban Legends,Jan Harold Brunvand,2003,W.W. Norton &amp; Company
0141301244,The Woman in the Wall,Patrice Kindl,1998,Puffin Books
0531071855,Walking Through the Jungle,Debbie Harter,2001,Orchard Books (NY)
0786889780,First Person Plural : My Life as a Multiple,Cameron West,1999,Hyperion
059044235X,Trick or Treat (Point),Richie Tankersley Cusick,1992,Scholastic
080694868X,"The Complete Soapmaker: Tips, Techniques, &amp; Recipes for Luxurious Handmade Soaps",Norma Coney,1996,Sterling Pub Co Inc
0440941407,It's Not the End of the World,Judy Blume,1982,Laure Leaf
0060929863,The Bridge of San Luis Rey (Perennial Classics),Thornton Wilder,1998,Perennial
0060972874,Equal Affections: A Novel,David Leavitt,1989,HarperCollins
0553104829,90 minutes at Entebbe,William Stevenson,1976,Bantam Books
0590442791,Clifford's Birthday Party (Clifford the Big Red Dog (Paperback)),Norman Bridwell,1990,Scholastic
0440111889,The Choirboys,Joseph Wambaugh,1996,Dell Publishing Company
0895656892,What Do You Say When a Monkey Acts This Way? (Magic Castle Readers Social Science),Jane Belk Moncure,1988,Child's World
0446678112,Amanda's Wedding,Jenny Colgan,2002,Warner Books
0394569652,Object Lessons: A Novel,Anna Quindlen,1991,Random House Inc
0553236911,The Crying of Lot Forty-Nine (Bantam Windstone Book),Thomas Pynchon,1983,Bantam Books
2714438199,Chronique d'un ete,Patrick Gale,2002,Belfond
0425062333,"God Emperor of Dune (Dune Chronicles, Book 4)",Frank Herbert,1983,Penguin Putnam~mass
0679416498,Mexico,James A. Michener,1992,Random House Inc
1892597004,The Collected Strangers In Paradise,Terry Moore,1994,"Abstract Studio, Incorporated"
0743490304,Deception Point,Dan Brown,2003,Atria
067974066X,"Flow My Tears, the Policeman Said",Philip K. Dick,1993,Vintage Books USA
0312932081,Ender's Game (Ender),Orson Scott Card,1985,Tor Books
0312262469,Last Scene Alive: An Aurora Teagarden Mystery (Aurora Teagarden Mysteries (Hardcover)),Charlaine Harris,2002,St. Martin's Minotaur
0345296532,Side Effects,Woody Allen,1981,Ballantine Books
0671769324,A CHRISTMAS CAROL A (REISSUE)  CASSETTE,Charles Dickens,1991,Audioworks
0440234735,Murder Most Rare: The Female Serial Killer,Michael D. Kelleher,1999,Dell Publishing Company
0345325680,The Good War: An Oral History of World War Two,Studs Terkel,1995,Ballantine Books
0380873877,Wild Bells to the Wild Sky,Laurie McBain,1989,Harper Mass Market Paperbacks (Mm)
0446385662,Star Woman: We Are Made from Stars and to the Stars We Must Return,Lynn V. Andrews,1987,Warner Books
0688103111,Neither Here Nor There: Travels in Europe,Bill Bryson,1992,Harpercollins
2070403688,La Petite Marchande de prose,Daniel Pennac,1997,Gallimard
0618344586,If Nobody Speaks of Remarkable Things,Jon McGregor,2003,Mariner Books
0843951737,After the Ashes,Cheryl Howe,2003,Leisure Books
0060519711,Beloved Highlander,Sara Bennett,2003,Avon
0446612952,The Cajun Cowboy,Sandra Hill,2004,Warner Forever
0515136298,When a Texan Gambles,Jodi Thomas,2003,Jove Books
0380821060,To Love a Scottish Lord : Book Four of the Highland Lords,Karen Ranney,2003,Avon
0505523876,"Truly, Madly Viking (Time of Your Life)",Sandra Hill,2000,Love Spell
0843952326,The Laird of Stonehaven,Connie Mason,2003,Leisure Books
0758204280,Bad Boys on Board,Lori Foster,2003,BRAVA
0758201346,I Love Bad Boys,Lori Foster,2002,BRAVA
1553165810,Paradox,Rosemary Laurey,2002,Ltdbooks
0505524899,George &amp; the Virgin,Lisa Cach,2002,Love Spell
0505522438,Shades of Gray (Paranormal Romance),Amanda Ashley,1998,Love Spell
0373790252,"Acting On Impulse (Midnight Fantasies) (Blaze, 21)",Vicki Lewis Thompson,2002,Harlequin
0373790376,"A Wicked Seduction (Midnight Fantasies) (Blaze, 33)",Janelle Denison,2002,Harlequin
0373790104,"Pleasure Principle (Blaze, 6)",Kimberly Raye,2001,Harlequin
0446612650,The Stone Flower Garden,Deborah Smith,2003,Warner Books
0515134899,Body Check,Deirdre Martin,2003,Jove Books
0373790821,"Scoring: Under the Covers (Harlequin Blaze, No 78)",Kristin Hardy,2003,Harlequin
8807812444,La Prosivendola,Daniel Pennac,1994,Universale Economica Feltrinelli
9505118678,Opus Nigrum,Marguerite Yourcenar,2003,"Alfaguara Ediciones, S.A. (Spain)"
0816722595,"Be Ever Hopeful, Hannalee (A Troll Book)",Patricia Beatty,1991,Troll Communications
0893759945,Scarlet Letter (Watermill Classics),Nathaniel Hawthorne,1987,Dutton Books
0743439988,Strangers in the Night,Linda Howard,2001,Atria
0380471752,"A  5: Court of Chaos (The Chronicles of Amber Series, Book 5)",Roger Zelazny,1979,Avon
0061057088,Voyage,Stephen Baxter,1997,Eos
0934678480,Tell Me What You Like,Kate Allen,1993,New Victoria Publishers
0553373064,Growing Up Weightless,John M. Ford,1993,Bantam Dell Pub Group
0765341301,"The Wayfarer Redemption (The Axis Trilogy, Bk 1)",Sara Douglass,2001,Tor Fantasy
0553579703,Only Forward,Michael M. Smith,2000,Spectra Books
0812580281,Genesis,Poul Anderson,2001,Tor Books
0679763996,The Moral Animal: Evolutionary Psychology and Everyday Life,Robert Wright,1995,Vintage Books USA
0192862189,Gaia: A New Look at Life on Earth,James Lovelock,2000,Oxford University Press
0553257382,When the Legends Die,Hal Borland,1984,Bantam
0679746749,Why We Get Sick : The New Science of Darwinian Medicine,Randolph M. Nesse,1996,Vintage
0886774667,The Initiate Brother Book One,Sean Russell,1991,Daw Books
0446677949,The Fountains of Paradise,Arthur C. Clarke,2001,Aspect
0061056480,The Time Ships,Stephen Baxter,1996,Eos
006105481X,Permutation City,Greg Egan,1995,Eos
0060536357,Barbarians at the Gate : The Fall of RJR Nabisco,Bryan Burrough,2003,HarperBusiness
0792277279,Along the Inca Road : A Woman's Journey into an Ancient Empire,Karin Muller,2001,National Geographic
0553801635,"Aging with Grace: What the Nun Study Teaches Us About Leading Longer, Healthier, and More Meaningful Lives",David Snowdon,2001,Bantam Books
0425136221,The Inspector and Mrs. Jeffries,Emily Brightwell,1996,Berkley Publishing Group
067153288X,A Tangled Web,Judith Michael,1995,Pocket
0804104182,Dream Train,Charlotte Vale Allen,1989,Ivy Books
0135729823,The medicine wheel: Earth astrology,Sun Bear,1980,Prentice-Hall
0440235081,Sea Change,James Powlik,2000,Island
0553105140,Sweet Revenge,Nora Roberts,1996,Bantam
017443460X,King Lear (3rd Series),William Shakespeare,1997,Arden Shakespeare
0671007599,A KNIGHT IN SHINING ARMOR PROMOTION,Jude Deveraux,1996,Pocket
1551669145,Dead Run,Erica Spindler,2002,Mira
0345350480,Castle Roogna (Xanth Novels (Paperback)),Piers Anthony,1989,Del Rey Books
0451458893,"Star Risk, Ltd. (Star Risk, 1)",Chris Bunch,2002,Roc
039914059X,True Betrayals,Nora Roberts,1995,Putnam Pub Group
0553286528,Education of a Wandering Man,Louis L'Amour,1990,Bantam Books
0843947896,The Outlaws: Jess (Outlaws),Connie Mason,2000,Leisure Books
0345340396,Red Planet,ROBERT A. HEINLEIN,1986,Del Rey
0743217772,Chocolate for a Woman's Dreams : 77 Stories to Treasure as You Make Your Wishes Come True,Kay Allenbaugh,2001,Fireside
0385007515,'Salem's Lot,Stephen King,1993,Doubleday Books
0792274512,National Geographic Field Guide to the Birds of North America : Revised and Updated,Unknown Unknown,1999,National Geographic
0440404029,The Slave Dancer,Paula Fox,1991,Yearling Books
0671465341,SETTING FREE BEAR,John Irving,1982,Pocket
0618446702,"Reefer Madness : Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,2004,Mariner Books
0140324364,Shadow in Hawthorn Bay,Janet Lunn,1988,Penguin USA
0786887060,Trading Up: A Novel,Candace Bushnell,2004,Hyperion
0804107890,Rush: A Novel,Kim Wozencraft,1992,Ivy Books
0312965001,Spiced to Death (Culinary Mysteries (Paperback)),Peter King,1998,St. Martin's Press
8472237699,Crimen En Holanda,Georges Simenon,2002,Tusquets
006097625X,Understanding Comics,Scott McCloud,1994,Perennial Currents
0380718413,Lying in Wait: A J.P. Beaumont Mystery,J.A. Jance,1996,Avon
0670891649,Body of a Girl,Leah Stewart,2000,Viking Books
0349101787,Walking On Glass,Ian Banks,0,Abacus
849550152X,El lÃ¡piz del carpintero,Manuel Rivas,2001,Punto de Lectura
0394555090,Theodore Rex,Edmund Morris,2001,Random House
0525944796,Above the Law: A Novel,J. F. Freedman,2000,Dutton Books
0425046478,Malafrena,Ursula K. Le Guin,1980,Penguin Putnam~mass
0553382039,A Song Flung Up to Heaven,MAYA ANGELOU,2003,Bantam
0070246440,Time Tactics of Very Successful People,B. Eugene Griessman,1994,McGraw-Hill/Contemporary Books
0345440056,Death of a Stranger,ANNE PERRY,2002,Ballantine Books
0395647266,Learning to Bow: Inside the Heart of Japan,Bruce S. Feiler,1992,Mariner Books
0843111976,Wee Sing for Christmas Book,Pam Beall,1984,Price Stern Sloan
006017322X,To Kill a Mockingbird,Harper Lee,1995,HarperCollins Publishers
044653062X,Mother Road,Dorothy Garlock,2003,Warner Books
0061013145,Tears of the Moon,Di Morrissey,1998,HarperCollins Publishers
0312192436,Body Language,James W. Hall,1998,St. Martin's Press
0060176792,Five Fortunes : A Novel,Beth Gutcheon,1998,William Morrow
031219241X,Black Coffee (Hercule Poirot Mysteries (Hardcover)),Charles Osborne,1998,St. Martin's Press
038097407X,Birds of Prey: A Novel of Suspense,J.A. Jance,2001,William Morrow
0446302384,Celebrity,Thomas Thompson,1983,Not Avail
0553576259,Death in a Cold Hard Light,Francine Mathews,1999,Bantam Books
880781028X,Il Gattopardo,Guiseppe Tomasi di Lampedusa,1995,Feltrinelli
8838914052,La voce del violino (La Memoria),Andrea Camilleri,1997,Sellerio
0345303075,"White Gold Wielder (The Second Chronicles of Thomas Covenant, Bk. 3)",Stephen R. Donaldson,1983,Ballantine Books
0399136754,McNally's Secret,Lawrence Sanders,1992,Putnam Pub Group
0394909674,Bears on Wheels (Bright &amp; Early Books),STAN BERENSTAIN,2002,Random Library
0671002392,"The Heart of the Warrior (Star Trek: Deep Space Nine, No 17)",John Gregory Betancourt,1996,Star Trek
0380710471,Help Wanted: Orphans Preferred,Earl W. Emerson,1991,Harper Mass Market Paperbacks
0515119210,Happy Are the Oppressed,Andrew M. Greeley,1996,Jove Books
0425177459,Mrs. Jeffries Weeds the Plot (Victorian Mysteries),Emily Brightwell,2000,Berkley Publishing Group
0451523156,The Scarlet Pimpernel (Signet Classics (Paperback)),Emmuska Orczy Orczy,1982,Signet Book
0345446976,24/7,Jim Brown,2001,Ballantine Books
0345427181,"The Long Night of Centauri Prime (Babylon 5: Legions of Fire, Book 1)",Peter David,1999,Del Rey Books
0886776872,Invader,C. J. Cherryh,1997,Daw Books
0886778182,Beholder's Eye (Web Shifters),Julie E. Czerneda,1998,Daw Books
0886771412,Sword and Sorceress #03 (Sword &amp; the Sorceress),Marion Zimmer Bradley,1986,Daw Books
0375413006,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories",Alice Munro,2001,Knopf
0451455568,"Retribution (Stargate, Book 3)",Bill McCay,1997,Roc
0684862220,AMERICAN SKIN: A Novel,Don De Grazia,2000,Touchstone
0691033900,E: The Story of a Number,Eli Maor,1994,Princeton Univ Pr
0886777542,Owlflight (Darian's Tale),Mercedes Lackey,1997,Daw Books
044100864X,Masterpieces: The Best Science Fiction of the Century,Orson Scott Card,2001,Ace Books
0756401011,The Gates of Sleep,Mercedes Lackey,2003,Daw Books
0380798328,"The Vanishing (Last on Earth, Book 1)",Marilyn Kaye,1998,Avon
0886775132,Jaran (Daw Book Collectors),Kate Elliott,1994,Daw Books
0312252943,Welcome to Temptation,Jennifer Crusie,2000,St. Martin's Press
156247037X,"Changes for Felicity: A Winter Story (American Girls Collection (Paper), Book 6)",Valerie Tripp,1992,Pleasant Company Publications
1562470345,"Felicity Saves the Day: A Summer Story (American Girls Collection (Paper), Book 5)",Valerie Tripp,1992,Pleasant Company Publications
1562470310,"Happy Birthday, Felicity! A Springtime Story, 1774 (The American Girls Collection, Book 4)",Valerie Tripp,1992,Pleasant Company Publications
0441001947,Sweet Myth-Tery of Life,Robert Asprin,1995,Ace Books
0061057568,A King of Infinite Space,Allen M. Steele,1999,Harper Mass Market Paperbacks (Mm)
0446521590,The Visionary,Donald S. Passman,1999,Warner Books Inc
0312254954,Delirium of the Brave,William Charles Harris,1999,St. Martin's Press
0140096930,The Book of Laughter and Forgetting,Milan Kundera,1989,Penguin USA
0440322278,18 Best Stories by Edgar Allan Poe,Edgar Allan Poe,1983,Dell Publishing Company
0804108811,Morgan's Passing,Anne Tyler,1992,Ivy Books
0393022285,The Flamingo's Smile: Reflections in Natural History,Stephen Jay Gould,1985,W W Norton &amp; Co Inc
0786902604,Second Generation (Dragonlance Saga),Margaret Weis,1995,TSR
0060977035,Still Missing,Beth Gutcheon,1996,Perennial
8408024485,Ordenes ejecutivas,Tom Clancy,1998,"Editorial Planeta, S.A. (Barcelona)"
8466609016,Una Navidad Diferente,John Grisham,2002,Ediciones B
0373076975,"Heart Of Devin Mackade (Heartbreakers, The Mackade Brothers) (Silhouette Intimate Moments No 697)",Nora Roberts,1996,Silhouette
